user_id,author,title,genre,rating,url,ISBN
85,Ganofins,MySQL for Beginners,SQL,0,https://images.gr-assets.com/books/1174210942s/370493.jpg,743403843
86,John Grisham,Learn SQL With MySQL,SQL,0,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,60930365
87,"Elie Wiesel, Marion Wiesel",The Definitive Guide to MySQL 5,SQL,0,https://images.gr-assets.com/books/1473495285s/1617.jpg,60177586
88,John Green,MySQL MADE EASY,SQL,9,https://images.gr-assets.com/books/1349013610s/6442769.jpg,71416331
89,William Goldman,High-Performance MySQL,SQL,0,https://images.gr-assets.com/books/1327903636s/21787.jpg,375509038
90,S.E. Hinton,MySQL,SQL,4,https://images.gr-assets.com/books/1442129426s/231804.jpg,553062042
91,James Dashner,The Database Application Book,SQL,0,https://images.gr-assets.com/books/1375596592s/6186357.jpg,316769487
92,"Steven D. Levitt, Stephen J. Dubner",Learning MySQL,SQL,0,https://images.gr-assets.com/books/1327909092s/1202.jpg,8445071408
93,Frances Hodgson Burnett,MySQL Admin Cookbook LITE,SQL,0,https://images.gr-assets.com/books/1327873635s/2998.jpg,8445071769
94,"Luc Perkins, Eric Redmond, Jim Wilson",Seven Databases in Seven Weeks,SQL,0,https://images.gr-assets.com/books/1327881361s/320.jpg,8445071777
95,"Shannon Bradshaw, Eoin Brazil, Kristina Chodorow",MongoDB: The Definitive Guide,SQL,9,https://images.gr-assets.com/books/1424596966s/5297.jpg,679429220
96,Steven Feuerstein,Oracle PLSQL Programming,SQL,8,https://images.gr-assets.com/books/1336418837s/13536860.jpg,671867156
97,"Dan McCreary, Ann Kelly",Making Sense of NoSQL,SQL,0,https://images.gr-assets.com/books/1387151694s/17245.jpg,312252617
98,Lynn Beighley,Head First SQL,SQL,0,https://images.gr-assets.com/books/1351778881s/5060378.jpg,312261594
99,Michael J Hernandez,Database Design for Mere Mortals,Database,0,https://images.gr-assets.com/books/1358266080s/11857408.jpg,316748641
100,Rod Stephens,Beginning Database Design Solutions,Database,0,https://files.realpython.com/media/python-crash-course-cover.56540af24538.jpg,316973742
101,Herbert Schildt,Java: A Beginners Guide,Java,0,https://files.realpython.com/media/head-first-python-cover.3869ed7d3547.jpg,385235941
102,Barry A. Burd,Java for Dummies ,Java,0,https://files.realpython.com/media/iyocgwp-cover.4d43d42500a2.jpg,446677450
103,Joshua Bloch, Effective Java ,Java,0,https://files.realpython.com/media/think-python-cover.a6cbd57dbde7.jpg,451166892
104,Eric Freeman,Java Head First Design Patterns ,Java,0,https://files.realpython.com/media/ecip-book-cover.7ce8078aba69.jpg,553347594
105,Craig Walls and Ryan Breidenbach,Java Spring in Action ,Java,0,https://files.realpython.com/media/lp3thw-cover.12d9c32dede7.jpg,671621009
106,Robert C. Martin,Java Clean Code ,Java,0,https://files.realpython.com/media/python-for-kids-cover.6e5bae2b7709.jpg,067976397X
107,Lasse Koskela,Test Driven TDD and Acceptance TDD for Java Developers ,Java,0,https://files.realpython.com/media/tyctc-cover.4c9e18e01fb0.jpg,684822733
108, Alex Garcia and Viktor Farcic,Test-Driven Java Development,Java,0,https://files.realpython.com/media/python-tricks-book-cover.5b0f5df06d94.jpg,786868716
109, Bruce Eckel,Thinking in Java ,Java,0,https://files.realpython.com/media/fluent-python-cover.f504156334d8.jpg,8472238822
110,"Cay S. Horstmann and Gary Cornell
",Core Java,Java,0,https://files.realpython.com/media/effective-python-cover.6e060fbfa272.jpg,671864769
111,"Herbert Schildt
",Java: The Complete Reference,Java,0,https://files.realpython.com/media/python-cookbook-cover.449eb0e173ad.jpg,671521519
112,Kyle Simpson, You Dont Know JS,Java,0,"https://images-na.ssl-images-amazon.com/images/I/41Gd9xIXrUL._SX381_BO1,204,203,200_.jpg",440222303
113,David Herman,Effective JavaScript,Java,0,"https://images-na.ssl-images-amazon.com/images/I/4153+jtQOTL._SY344_BO1,204,203,200_.jpg",312953453
114,Marijn Haverbeke,Eloquent JavaScript,Java,0,"https://images-na.ssl-images-amazon.com/images/I/41okhLUZZOL._SX258_BO1,204,203,200_.jpg",446608653
115,Mark Myers, A Smarter Way to Learn JavaScript,Java,10,"https://images-na.ssl-images-amazon.com/images/I/51XuWxG6hDL._SX397_BO1,204,203,200_.jpg",446612545
116,Douglas Crockford, JavaScript: The Good Parts,Java,9,"https://images-na.ssl-images-amazon.com/images/I/51Uqe5PHbML._SX258_BO1,204,203,200_.jpg",446612618
117,David Flanagan, JavaScript: The Definitive Guide,Java,0,"https://images-na.ssl-images-amazon.com/images/I/4156KxJLccL._SX405_BO1,204,203,200_.jpg",451208080
118,Jon Duckett,JavaScript and jQuery: Interactive Front-End Web Development,Java,0,https://m.media-amazon.com/images/I/51gvHuJ8W0L._SX260_.jpg,553584383
119,"Douglas Crockford
",JavaScript: The Good Parts,Java,0,"https://images-na.ssl-images-amazon.com/images/I/51qUGMia07L._SX379_BO1,204,203,200_.jpg",671027360
120,Marijn Haverbeke,Eloquent JavaScript,Java,0,"https://images-na.ssl-images-amazon.com/images/I/5108SrrM+qL._SX406_BO1,204,203,200_.jpg",812575954
121,Book by Bear Bibeault,Secrets of the JavaScript Ninja,Java,8,"https://images-na.ssl-images-amazon.com/images/I/519suIPxd5L._SX258_BO1,204,203,200_.jpg",316735736
122,Reginald Braithwaite,JavaScript Allong A strong cup of function,Java,0,https://m.media-amazon.com/images/I/51-oc3ApHxL._SY346_.jpg,743439740
123,by Elizabeth Robson ,Head First HTML and CSS,HTML,0,"https://images-na.ssl-images-amazon.com/images/I/41lUVTg+ChL._SX357_BO1,204,203,200_.jpg",345372700
124,David DuRocher,HTML and CSS Quickstart Guide,HTML,0,"https://images-na.ssl-images-amazon.com/images/I/213EJ-USRIL._BO1,204,203,200_.jpg",380619458
125,Young Rewired State,"Learn HTML, CSS & JavaScript",HTML,0,https://m.media-amazon.com/images/I/41sz2q4VlKL._SY346_.jpg,446325805
126,Jennifer Robbins,Learning Web Design,HTML,0,https://m.media-amazon.com/images/I/51HGIc-EJqL._SX260_.jpg,451406923
127,Jon Duckett, HTML and CSS Design and Build Websites,HTML,8,"https://images-na.ssl-images-amazon.com/images/I/512BRANyRxS._SX331_BO1,204,203,200_.jpg",671042858
128,Meloni and Kyrins ,"HTML, CSS, and JavaScript All in One",HTML,0,"https://images-na.ssl-images-amazon.com/images/I/51XOP1zda3L._SX376_BO1,204,203,200_.jpg",743249992
129,Ben Frain,Responsive Web Design with HTML5 and CSS,HTML,0,"https://images-na.ssl-images-amazon.com/images/I/51ERP9jmjJL._SX258_BO1,204,203,200_.jpg",840734530
130,DT Editorial Services,HTML 5 Black Book ,HTML,10,"https://images-na.ssl-images-amazon.com/images/I/31GY6WuNwvL._SX365_BO1,204,203,200_.jpg",425184226
131,Andy Harris,HTML5 and CSS3 All-in-One For Dummies,HTML,0,"https://images-na.ssl-images-amazon.com/images/I/51MDIFRdpNL._SX258_BO1,204,203,200_.jpg",375500766
132,Eric A,CSS Pocket Reference,HTML,0,"https://images-na.ssl-images-amazon.com/images/I/41NxNchrvBL._SX258_BO1,204,203,200_.jpg",9724119378
133,Jennifer Kyrnin ,"HTML, CSS, and JavaScript All in One: Cover",HTML,0,"https://images-na.ssl-images-amazon.com/images/I/51f4sFFMx3L._SX404_BO1,204,203,200_.jpg",451205197
134, Andy Harris,HTML5 and CSS3 All-in-One For Dummies,HTML,0,"https://images-na.ssl-images-amazon.com/images/I/51YLVsva7BL._SX379_BO1,204,203,200_.jpg",60929790
135,Keith Grant,CSS in Depth,HTML,0,"https://images-na.ssl-images-amazon.com/images/I/41y+Txk3IsL._SX258_BO1,204,203,200_.jpg",60976845
136,"Greg Sidelnikov
",CSS Visual Dictionary,HTML,10,"https://images-na.ssl-images-amazon.com/images/I/41VCc-xmm2L._SY344_BO1,204,203,200_.jpg",61099325
137,Peter Gasston,The Book of CSS3: A Developers Guide to t,HTML,0,"https://images-na.ssl-images-amazon.com/images/I/51SZMR4JKML._SX258_BO1,204,203,200_.jpg",671004573
138,Bruce Hyslop ,HTML and CSS: Visual Quickstart Guide,HTML,9,"https://images-na.ssl-images-amazon.com/images/I/41UGBBqFUZL._SX258_BO1,204,203,200_.jpg",446601640
139,Courage Kamusoko,Optical and SAR Remote Sensing of Urban Areas,Image processing,9,"https://images-na.ssl-images-amazon.com/images/I/51WR9JB71iL._SX258_BO1,204,203,200_.jpg",330484516
140,Viral Thakar,Deep Learning with Python and OpenCV,Python,0,"https://images-na.ssl-images-amazon.com/images/I/51qE8dW8ZkL._SX379_BO1,204,203,200_.jpg",038572179X
141,Andreas Maier,Medical Imaging Systems,Image processing,0,"https://images-na.ssl-images-amazon.com/images/I/41oWgCGmgCL._SY344_BO1,204,203,200_.jpg",393020371
142,Ayman El-Baz,Neurological Disorders and Imaging Physics,Image processing,0,"https://images-na.ssl-images-amazon.com/images/I/31ogAjT9rkL._SX313_BO1,204,203,200_.jpg",1900850303
143,Arshad Iqbal,Digital Image Processing MCQs,Image processing,0,"https://images-na.ssl-images-amazon.com/images/I/41edNnUkpUL._SX258_BO1,204,203,200_.jpg",1903019699
144,John Jensen,Introductory Digital Image Processing,Image processing,10,https://iotvnaw69daj.i.optimole.com/cb:n2y9~6666f/w:710/h:1063/q:mauto/dpr:1.3/f:avif/https://www.codeinwp.com/wp-content/uploads/2021/04/HTML-and-CSS-Duckett-cover.jpg,345425294
145,Saiful-Islam Saif,"Aerial Photography, Photogeology, GIS, And Image Processing",Image processing,0,https://iotvnaw69daj.i.optimole.com/cb:n2y9~6666f/w:710/h:1063/q:mauto/dpr:1.3/f:avif/https://www.codeinwp.com/wp-content/uploads/2021/04/Head-first-HTML-and-CSS.jpg,451410319
146,Robert Gendler,"Lessons from the Masters
Current Concepts in Astronomical Image Processing",Image processing,10,https://iotvnaw69daj.i.optimole.com/cb:n2y9~6666f/w:710/h:1063/q:mauto/dpr:1.3/f:avif/https://www.codeinwp.com/wp-content/uploads/2021/04/a-smarter-way-to-learn-HTML-and-CSS-1.jpg,553583468
147,Cleve B. Moler,Numerical Computing with MATLAB,Image processing,0,https://iotvnaw69daj.i.optimole.com/cb:n2y9~6666f/w:710/h:1063/q:mauto/dpr:1.3/f:avif/https://www.codeinwp.com/wp-content/uploads/2021/04/Get-coding.jpg,8420639133
148,Robert Laganire,OpenCV 2 Computer Vision Application Programming Cookbook,Image processing,10,https://images.gr-assets.com/books/1361039440s/49041.jpg,8476409419
149,Reinhard Klette,Handbook of Image Processing Operators,Image processing,0,https://images.gr-assets.com/books/1168052448s/30119.jpg,380778556
150,Ying Bai,"SQL Server Database Programming with Java
Concepts, Designs and Implementations",SQL,0,https://images.gr-assets.com/books/1432730315s/256683.jpg,451525221
151,Christian Nagel,Professional Chash and NET,C net,0,https://images.gr-assets.com/books/1361038355s/428263.jpg,2740230
152,Sufyan bin Uzayr,"Optimizing Visual Studio Code for Python Development
Developing More Efficient and Effective Programs in Python",Python,0,https://images.gr-assets.com/books/1366212852s/113436.jpg,385336772
153,April Speight,Visual Studio Code for Python Programmers,Python,0,https://images.gr-assets.com/books/1327656754s/11.jpg,440949424
154,Alessandro Del Sole,Visual Studio Code Distilled,C,0,https://images.gr-assets.com/books/1487389574s/5129.jpg,505524996
155,Alvin Ashcraft,Learn WinUI 3,C,0,https://images.gr-assets.com/books/1361039438s/1162543.jpg,140252800
156,Andrew Stellman,Head First C#,C,0,https://images.gr-assets.com/books/1473454532s/37435.jpg,451452755
157,Muzec Adem,How to Write Better C# Code,C,0,https://images.gr-assets.com/books/1405973850s/2956.jpg,812575482
158,Engr. Michael David,NET Programming for Beginners,C,0,https://images.gr-assets.com/books/1439632243s/24178.jpg,044651747X
159,Mark J. Price,C# 9 and NET 5  Modern Cross-Platform Development,C,0,https://images.gr-assets.com/books/1479863624s/1618.jpg,60801263
160,Robin Nixon,"Learning PHP, MySQL & JavaScript",SQL,0,https://images.gr-assets.com/books/1490903702s/22557272.jpg,61030147
161,Lynn Beighley,Headfirst PHP & MySQL,SQL,0,https://images.gr-assets.com/books/1451271747s/119322.jpg,140250964
162,Alan Forbes,The Joy of PHP,SQL,6,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,446527165
163,Larry Ullman,PHP for the Web: Visual QuickStart Guide,SQL,0,https://images.gr-assets.com/books/1369504683s/10917.jpg,671461494
164,Luke Welling, PHP and MySQL Web Development,SQL,0,https://images.gr-assets.com/books/1440319389s/4981.jpg,385337639
165,shubham tiwari,MySQL,SQL,0,https://images.gr-assets.com/books/1328025229s/18405.jpg,039575514X
166,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://images.gr-assets.com/books/1345958969s/128029.jpg,451206673
167,Josh Lockhart,Modern PHP: New Features and Good Practices,SQL,5,https://images.gr-assets.com/books/1167352178s/22628.jpg,330332775
168,Stevenholz,PHP The Complete Reference,SQL,6,https://images.gr-assets.com/books/1325667729s/11735983.jpg,486284735
169,Mike Murach,Ullman PHP Advanced and Object-Oriented Programming: Visual QuickPro Guide,SQL,0,https://images.gr-assets.com/books/1408303130s/375802.jpg,671021745
170,Mike Murach,Murachs PHP and MySQL (Murach: Training & Reference),SQL,6,https://images.gr-assets.com/books/1381512375s/18490.jpg,671047612
170,Eric Matthes,Python Crash Course,Python,10,https://images.gr-assets.com/books/1353277730s/11588.jpg,
169,Paul Barry,Head-First Python 2nd edition,Python,0,https://images.gr-assets.com/books/1318009171s/1656001.jpg,
168,Al Sweigart,Invent Your Own Computer Games with Python,Python,6,https://images.gr-assets.com/books/1394798630s/99561.jpg,
167,Allen B. Downey,Think Python: How to Think Like a Computer Scientist,Python,10,https://images.gr-assets.com/books/1292060045s/227443.jpg,
166,"Anthony Scopatz, Kathryn D. Huff",Effective Computation in Physics,Python,0,https://images.gr-assets.com/books/1397245675s/14935.jpg,
165,Zed A. Shaw,Learn Python 3 the Hard Way,Python,0,https://images.gr-assets.com/books/1327781893s/38709.jpg,
164,Jason R. Briggs,Python for Kids,Python,0,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
163,Bryson Payne,Teach Your Kids to Code,Python,0,https://images.gr-assets.com/books/1390173285s/1381.jpg,
162,Dan Bader,Python Tricks,Python,0,https://images.gr-assets.com/books/1367545443s/157993.jpg,
161,Luciano Ramalho,Fluent Python,Python,0,https://images.gr-assets.com/books/1400930557s/7445.jpg,
160,Brett Slatkin,Effective Python,Python,10,https://images.gr-assets.com/books/1403173986s/1845.jpg,
159,David Beazley & Brian K. Jones,Python Cookbook,Python,9,https://images.gr-assets.com/books/1344922523s/1953.jpg,
