user_id,author,title,genre,rating,url,ISBN,Unnamed: 0
162,Alan Forbes,The Joy of PHP,SQL,6,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,446527165,57
9,Alan Forbes,The Joy of PHP,SQL,6,"https://images-na.ssl-images-amazon.com/images/I/51YLVsva7BL._SX379_BO1,204,203,200_.jpg",,57
8,Alan Forbes,The Joy of PHP,SQL,6,https://files.realpython.com/media/python-for-kids-cover.6e5bae2b7709.jpg,,57
7,Alan Forbes,The Joy of PHP,SQL,6,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,57
6,Alan Forbes,The Joy of PHP,SQL,6,https://images.gr-assets.com/books/1168052448s/30119.jpg,,57
5,Alan Forbes,The Joy of PHP,SQL,6,"https://images-na.ssl-images-amazon.com/images/I/519suIPxd5L._SX258_BO1,204,203,200_.jpg",,57
1,Mike Murach,Murachs PHP and MySQL (Murach: Training & Reference),SQL,6,"https://images-na.ssl-images-amazon.com/images/I/31ogAjT9rkL._SX313_BO1,204,203,200_.jpg",,174
167,Josh Lockhart,Modern PHP: New Features and Good Practices,SQL,5,https://images.gr-assets.com/books/1167352178s/22628.jpg,330332775,72
90,S.E. Hinton,MySQL,SQL,4,https://images.gr-assets.com/books/1442129426s/231804.jpg,553062042,70
90,S.E. Hinton,MySQL,SQL,4,https://images.gr-assets.com/books/1442129426s/231804.jpg,553062042,181
81,S.E. Hinton,MySQL,SQL,4,https://images.gr-assets.com/books/1451271747s/119322.jpg,,70
81,S.E. Hinton,MySQL,SQL,4,https://images.gr-assets.com/books/1451271747s/119322.jpg,,181
80,S.E. Hinton,MySQL,SQL,4,"https://images-na.ssl-images-amazon.com/images/I/51f4sFFMx3L._SX404_BO1,204,203,200_.jpg",,70
80,S.E. Hinton,MySQL,SQL,4,"https://images-na.ssl-images-amazon.com/images/I/51f4sFFMx3L._SX404_BO1,204,203,200_.jpg",,181
79,S.E. Hinton,MySQL,SQL,4,https://files.realpython.com/media/lp3thw-cover.12d9c32dede7.jpg,,70
79,S.E. Hinton,MySQL,SQL,4,https://files.realpython.com/media/lp3thw-cover.12d9c32dede7.jpg,,181
78,S.E. Hinton,MySQL,SQL,4,https://images.gr-assets.com/books/1327781893s/38709.jpg,,70
78,S.E. Hinton,MySQL,SQL,4,https://images.gr-assets.com/books/1327781893s/38709.jpg,,181
77,S.E. Hinton,MySQL,SQL,4,https://images.gr-assets.com/books/1361039440s/49041.jpg,,70
77,S.E. Hinton,MySQL,SQL,4,https://images.gr-assets.com/books/1361039440s/49041.jpg,,181
166,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://images.gr-assets.com/books/1345958969s/128029.jpg,451206673,12
166,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://images.gr-assets.com/books/1345958969s/128029.jpg,451206673,149
5,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,"https://images-na.ssl-images-amazon.com/images/I/41UGBBqFUZL._SX258_BO1,204,203,200_.jpg",,12
5,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,"https://images-na.ssl-images-amazon.com/images/I/41UGBBqFUZL._SX258_BO1,204,203,200_.jpg",,149
4,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://files.realpython.com/media/effective-python-cover.6e060fbfa272.jpg,,12
4,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://files.realpython.com/media/effective-python-cover.6e060fbfa272.jpg,,149
3,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://images.gr-assets.com/books/1403173986s/1845.jpg,,12
3,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://images.gr-assets.com/books/1403173986s/1845.jpg,,149
2,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://images.gr-assets.com/books/1327656754s/11.jpg,,12
2,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://images.gr-assets.com/books/1327656754s/11.jpg,,149
1,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://m.media-amazon.com/images/I/41sz2q4VlKL._SY346_.jpg,,12
1,Ullman,PHP and MySQL for Dynamic Web Sites,SQL,3,https://m.media-amazon.com/images/I/41sz2q4VlKL._SY346_.jpg,,149
170,Mike Murach,Ullman PHP Advanced and Object-Oriented Programming: Visual QuickPro Guide,SQL,0,https://images.gr-assets.com/books/1174210942s/370493.jpg,,146
169,Mike Murach,Ullman PHP Advanced and Object-Oriented Programming: Visual QuickPro Guide,SQL,0,https://images.gr-assets.com/books/1408303130s/375802.jpg,671021745,146
169,Mike Murach,Ullman PHP Advanced and Object-Oriented Programming: Visual QuickPro Guide,SQL,0,https://images.gr-assets.com/books/1473454532s/37435.jpg,,146
168,Mike Murach,Ullman PHP Advanced and Object-Oriented Programming: Visual QuickPro Guide,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51XOP1zda3L._SX376_BO1,204,203,200_.jpg",,146
165,shubham tiwari,MySQL,SQL,0,https://images.gr-assets.com/books/1328025229s/18405.jpg,039575514X,70
165,shubham tiwari,MySQL,SQL,0,https://images.gr-assets.com/books/1328025229s/18405.jpg,039575514X,181
164,Luke Welling, PHP and MySQL Web Development,SQL,0,https://images.gr-assets.com/books/1440319389s/4981.jpg,385337639,136
163,Larry Ullman,PHP for the Web: Visual QuickStart Guide,SQL,0,https://images.gr-assets.com/books/1369504683s/10917.jpg,671461494,115
101,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41oWgCGmgCL._SY344_BO1,204,203,200_.jpg",,34
101,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41oWgCGmgCL._SY344_BO1,204,203,200_.jpg",,112
101,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41oWgCGmgCL._SY344_BO1,204,203,200_.jpg",,124
100,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,"https://images-na.ssl-images-amazon.com/images/I/4153+jtQOTL._SY344_BO1,204,203,200_.jpg",,34
100,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,"https://images-na.ssl-images-amazon.com/images/I/4153+jtQOTL._SY344_BO1,204,203,200_.jpg",,112
100,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,"https://images-na.ssl-images-amazon.com/images/I/4153+jtQOTL._SY344_BO1,204,203,200_.jpg",,124
100,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/31ogAjT9rkL._SX313_BO1,204,203,200_.jpg",,9
100,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/31ogAjT9rkL._SX313_BO1,204,203,200_.jpg",,20
100,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/31ogAjT9rkL._SX313_BO1,204,203,200_.jpg",,165
100,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/31ogAjT9rkL._SX313_BO1,204,203,200_.jpg",,196
99,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,https://images.gr-assets.com/books/1174210942s/370493.jpg,,34
99,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,https://images.gr-assets.com/books/1174210942s/370493.jpg,,112
99,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,https://images.gr-assets.com/books/1174210942s/370493.jpg,,124
99,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41okhLUZZOL._SX258_BO1,204,203,200_.jpg",,9
99,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41okhLUZZOL._SX258_BO1,204,203,200_.jpg",,20
99,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41okhLUZZOL._SX258_BO1,204,203,200_.jpg",,165
99,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41okhLUZZOL._SX258_BO1,204,203,200_.jpg",,196
99,Anthony Molinaro,SQL Cookbook ,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41edNnUkpUL._SX258_BO1,204,203,200_.jpg",,47
99,Anthony Molinaro,SQL Cookbook ,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41edNnUkpUL._SX258_BO1,204,203,200_.jpg",,142
98,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,https://images.gr-assets.com/books/1473454532s/37435.jpg,,34
98,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,https://images.gr-assets.com/books/1473454532s/37435.jpg,,112
98,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,https://images.gr-assets.com/books/1473454532s/37435.jpg,,124
98,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,9
98,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,20
98,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,165
98,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,196
98,Anthony Molinaro,SQL Cookbook ,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51XuWxG6hDL._SX397_BO1,204,203,200_.jpg",,47
98,Anthony Molinaro,SQL Cookbook ,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51XuWxG6hDL._SX397_BO1,204,203,200_.jpg",,142
97,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51XOP1zda3L._SX376_BO1,204,203,200_.jpg",,34
97,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51XOP1zda3L._SX376_BO1,204,203,200_.jpg",,112
97,Ben Forta," SQL in 10 Minutes, Sams Teach Yourself",SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51XOP1zda3L._SX376_BO1,204,203,200_.jpg",,124
97,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,https://images.gr-assets.com/books/1405973850s/2956.jpg,,9
97,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,https://images.gr-assets.com/books/1405973850s/2956.jpg,,20
97,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,https://images.gr-assets.com/books/1405973850s/2956.jpg,,165
97,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,https://images.gr-assets.com/books/1405973850s/2956.jpg,,196
97,Anthony Molinaro,SQL Cookbook ,SQL,0,https://images.gr-assets.com/books/1473495285s/1617.jpg,,47
97,Anthony Molinaro,SQL Cookbook ,SQL,0,https://images.gr-assets.com/books/1473495285s/1617.jpg,,142
97,Alan Beaulieu, Learning SQL: Master SQL Fundamentals,SQL,0,https://iotvnaw69daj.i.optimole.com/cb:n2y9~6666f/w:710/h:1063/q:mauto/dpr:1.3/f:avif/https://www.codeinwp.com/wp-content/uploads/2021/04/Head-first-HTML-and-CSS.jpg,,5
97,"Dan McCreary, Ann Kelly",Making Sense of NoSQL,SQL,0,https://images.gr-assets.com/books/1387151694s/17245.jpg,312252617,155
96,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51ERP9jmjJL._SX258_BO1,204,203,200_.jpg",,9
96,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51ERP9jmjJL._SX258_BO1,204,203,200_.jpg",,20
96,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51ERP9jmjJL._SX258_BO1,204,203,200_.jpg",,165
96,Sylvia Moestl Vasilik,SQL Practice Problems,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51ERP9jmjJL._SX258_BO1,204,203,200_.jpg",,196
96,Anthony Molinaro,SQL Cookbook ,SQL,0,https://images.gr-assets.com/books/1439632243s/24178.jpg,,47
96,Anthony Molinaro,SQL Cookbook ,SQL,0,https://images.gr-assets.com/books/1439632243s/24178.jpg,,142
96,Alan Beaulieu, Learning SQL: Master SQL Fundamentals,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/4156KxJLccL._SX405_BO1,204,203,200_.jpg",,5
95,Anthony Molinaro,SQL Cookbook ,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/31GY6WuNwvL._SX365_BO1,204,203,200_.jpg",,47
95,Anthony Molinaro,SQL Cookbook ,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/31GY6WuNwvL._SX365_BO1,204,203,200_.jpg",,142
95,Alan Beaulieu, Learning SQL: Master SQL Fundamentals,SQL,0,https://images.gr-assets.com/books/1327903636s/21787.jpg,,5
95,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,https://iotvnaw69daj.i.optimole.com/cb:n2y9~6666f/w:710/h:1063/q:mauto/dpr:1.3/f:avif/https://www.codeinwp.com/wp-content/uploads/2021/04/Get-coding.jpg,,122
95,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,https://iotvnaw69daj.i.optimole.com/cb:n2y9~6666f/w:710/h:1063/q:mauto/dpr:1.3/f:avif/https://www.codeinwp.com/wp-content/uploads/2021/04/Get-coding.jpg,,132
94,Alan Beaulieu, Learning SQL: Master SQL Fundamentals,SQL,0,https://images.gr-assets.com/books/1490903702s/22557272.jpg,,5
94,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51qUGMia07L._SX379_BO1,204,203,200_.jpg",,122
94,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51qUGMia07L._SX379_BO1,204,203,200_.jpg",,132
94,"Luc Perkins, Eric Redmond, Jim Wilson",Seven Databases in Seven Weeks,SQL,0,https://images.gr-assets.com/books/1327881361s/320.jpg,8445071777,8
94,"Luc Perkins, Eric Redmond, Jim Wilson",Seven Databases in Seven Weeks,SQL,0,https://images.gr-assets.com/books/1327881361s/320.jpg,8445071777,197
93,Alan Beaulieu, Learning SQL: Master SQL Fundamentals,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41NxNchrvBL._SX258_BO1,204,203,200_.jpg",,5
93,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,https://images.gr-assets.com/books/1375596592s/6186357.jpg,,122
93,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,https://images.gr-assets.com/books/1375596592s/6186357.jpg,,132
93,John Viescas,Effective SQL: 61 Specific Ways to Write Better SQL,SQL,0,https://images.gr-assets.com/books/1168052448s/30119.jpg,,18
92,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,122
92,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,132
92,John Viescas,Effective SQL: 61 Specific Ways to Write Better SQL,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/519suIPxd5L._SX258_BO1,204,203,200_.jpg",,18
92,"Steven D. Levitt, Stephen J. Dubner",Learning MySQL,SQL,0,https://images.gr-assets.com/books/1327909092s/1202.jpg,8445071408,1
91,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51YLVsva7BL._SX379_BO1,204,203,200_.jpg",,122
91,Steven Feuerstein,Oracle PL/SQL Programming 6e,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/51YLVsva7BL._SX379_BO1,204,203,200_.jpg",,132
91,John Viescas,Effective SQL: 61 Specific Ways to Write Better SQL,SQL,0,https://images.gr-assets.com/books/1327873635s/2998.jpg,,18
91,Allen G. Taylor,SQL For Dummies (For Dummies (Computer/Tech)),SQL,0,https://images.gr-assets.com/books/1361038355s/428263.jpg,,15
90,John Viescas,Effective SQL: 61 Specific Ways to Write Better SQL,SQL,0,https://images.gr-assets.com/books/1440319389s/4981.jpg,,18
90,Allen G. Taylor,SQL For Dummies (For Dummies (Computer/Tech)),SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41lUVTg+ChL._SX357_BO1,204,203,200_.jpg",,15
90,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1366212852s/113436.jpg,,22
90,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1366212852s/113436.jpg,,50
90,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1366212852s/113436.jpg,,59
90,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1366212852s/113436.jpg,,118
90,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1366212852s/113436.jpg,,169
90,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1366212852s/113436.jpg,,195
89,John Viescas,Effective SQL: 61 Specific Ways to Write Better SQL,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41VCc-xmm2L._SY344_BO1,204,203,200_.jpg",,18
89,Allen G. Taylor,SQL For Dummies (For Dummies (Computer/Tech)),SQL,0,https://images.gr-assets.com/books/1424596966s/5297.jpg,,15
89,Chris Fehily, SQL Database Programming,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/213EJ-USRIL._BO1,204,203,200_.jpg",,22
89,Chris Fehily, SQL Database Programming,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/213EJ-USRIL._BO1,204,203,200_.jpg",,50
89,Chris Fehily, SQL Database Programming,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/213EJ-USRIL._BO1,204,203,200_.jpg",,59
89,Chris Fehily, SQL Database Programming,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/213EJ-USRIL._BO1,204,203,200_.jpg",,118
89,Chris Fehily, SQL Database Programming,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/213EJ-USRIL._BO1,204,203,200_.jpg",,169
89,Chris Fehily, SQL Database Programming,SQL,0,"https://images-na.ssl-images-amazon.com/images/I/213EJ-USRIL._BO1,204,203,200_.jpg",,195
89,William Goldman,High-Performance MySQL,SQL,0,https://images.gr-assets.com/books/1327903636s/21787.jpg,375509038,37
89,William Goldman,High-Performance MySQL,SQL,0,https://images.gr-assets.com/books/1327903636s/21787.jpg,375509038,113
89,William Goldman,High-Performance MySQL,SQL,0,https://images.gr-assets.com/books/1327903636s/21787.jpg,375509038,137
89,Baron Schwartz,High-Performance MySQL,SQL,0,https://images.gr-assets.com/books/1327656754s/11.jpg,,37
89,Baron Schwartz,High-Performance MySQL,SQL,0,https://images.gr-assets.com/books/1327656754s/11.jpg,,113
89,Baron Schwartz,High-Performance MySQL,SQL,0,https://images.gr-assets.com/books/1327656754s/11.jpg,,137
88,Allen G. Taylor,SQL For Dummies (For Dummies (Computer/Tech)),SQL,0,https://images.gr-assets.com/books/1345958969s/128029.jpg,,15
88,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1336418837s/13536860.jpg,,22
88,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1336418837s/13536860.jpg,,50
88,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1336418837s/13536860.jpg,,59
88,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1336418837s/13536860.jpg,,118
88,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1336418837s/13536860.jpg,,169
88,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1336418837s/13536860.jpg,,195
88,Baron Schwartz,High-Performance MySQL,SQL,0,https://m.media-amazon.com/images/I/41sz2q4VlKL._SY346_.jpg,,37
88,Baron Schwartz,High-Performance MySQL,SQL,0,https://m.media-amazon.com/images/I/41sz2q4VlKL._SY346_.jpg,,113
88,Baron Schwartz,High-Performance MySQL,SQL,0,https://m.media-amazon.com/images/I/41sz2q4VlKL._SY346_.jpg,,137
87,Michael Crichton,MySQL,SQL,0,https://images.gr-assets.com/books/1361039438s/1162543.jpg,,70
87,Michael Crichton,MySQL,SQL,0,https://images.gr-assets.com/books/1361039438s/1162543.jpg,,181
87,Allen G. Taylor,SQL For Dummies (For Dummies (Computer/Tech)),SQL,0,"https://images-na.ssl-images-amazon.com/images/I/41UGBBqFUZL._SX258_BO1,204,203,200_.jpg",,15
87,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1167352178s/22628.jpg,,22
87,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1167352178s/22628.jpg,,50
87,Chris Fehily, SQL Database Programming,SQL,0,https://images.gr-assets.com/books/1167352178s/22628.jpg,,59
